	Aachen	Adorf	Ahrbergen	Albersloh	Allna	Altenberg	Altentrüdingen	Altlandsberg	Altwarp	Astfeld	Atzendorf	Bardenfleth	Barßel	Bempflingen	Bennin	Benzingerode	Billingsbach	Bockelwitz	Bonn	Borstendorf	Breddin	Brelingen	Bremscheid	Brockhausen	Bruch	Burgrieden	Büdesheim	Clausthal	Cursdorf	Dexbach	Diekhusen	Dreeke	Ebertshausen	Ebstorf	Eichenhofen	Einöllen	Eisenbach	Endenburg-Lehnacker	Engelsbach	Engter	Ensheim	Eschelbronn	Eversen	Exdorf	Falkenthal	Freden	Frohnhausen	Gelting	Gerbstedt	Gersdorf	Gornsdorf	Gottsbüren	Gresenhorst	Groß Ballhausen	Groß Jamno	Groß Mohrdorf	Großwechsungen	Großenwiehe	Grünlichtenberg	Grünow	Götz	Haddorf	Hagen	Hammah	Hartenfels	Hartenstein	Helmers	Herbornseelbach	Herdecke	Hermannsreuth	Hermeskeil	Herrentrup	Herßum	Herzfeld	Hesselteich	Hohenkörben	Hohwacht	Holmkjer	Horheim	Huddestorf	Hundisburg	Höchstädt	Hönebach	Iggingen	Igling	Iversheim	Jacobsdorf	Jeetzel	Jesteburg	Jever	Jonsdorf	Jürgenshagen	Kemmern	Kirch Kogel	Klafferstraß	Klein Rossau	Kleinbottwar	Kruft	Kuhstedt	Köln	Lampertswalde	Landgrafroda	Langenbruck	Leuth	Linz	Lippen	Lippramsdorf	Lohra	Lohrhaupten	Maibrunn	Mastershausen	Maxweiler	Mirow	Mockern	Mörshausen	Neu Schadow	Niederasphe	Niederauerbach	Niedernhausen	Nürnberg	Oberau	Oberhomberg	Obermaiselstein	Oberviehbach	Oberwürzbach	Odenspiel	Offdilln	Ohrdorf	Oiste	Orferode	Osterbruch	Osterfeld	Osterhagen	Ottowind	Peterskirchen	Pfaffenrot	Pielenhofen	Pretzsch	Pöttmes	Rammenau	Ramsau	Reelkirchen	Reetz	Ringgau-Röhrda	Rosenthal	Roßwein	Ruhlsdorf	Schachach	Schauenstein	Schellroda	Schmannewitz	Schnepfenbach	Schraden	Schwabstedt	Schömberg	Schönbeck	Seelbach	Siebenbach	Stöcken	Tann	Theuma	Treffelstein	Ulbering	Ungstein	Unterellen	Valdorf	Verchen	Vielbrunn	Vietmannsdorf	Volkershausen	Wangerooge	Warpe	Wasbek	Wasbüttel	Wehrsdorf	Weidenbach	Wemb	Wentorf	Weyhers	Wieda	Wildpoldsried	Winterspelt	Wittelsberg	Wolgast	Wüllen	Zellingen
Engelsbach	0.213338	0.219678	0.220024	0.226652	0.208516	0.191215	0.229861	0.171525	0.211798	0.221733	0.198763	0.22864	0.216633	0.212886	0.218316	0.205085	0.216734	0.171207	0.219775	0.195097	0.211273	0.222861	0.234077	0.230289	0.195708	0.220252	0.208446	0.192575	0.193657	0.188348	0.228171	0.225227	0.200562	0.212047	0.227115	0.202588	0.206294	0.217177	0	0.223929	0.2099	0.199411	0.224451	0.193452	0.199695	0.217612	0.202451	0.230308	0.196337	0.179223	0.19763	0.216109	0.217479	0.182394	0.188385	0.206759	0.185524	0.218483	0.161291	0.211262	0.189248	0.229467	0.213201	0.216872	0.188868	0.200818	0.186623	0.19825	0.215819	0.221671	0.201488	0.223722	0.221362	0.221435	0.224374	0.236844	0.217337	0.212586	0.21393	0.220447	0.198156	0.219097	0.174581	0.208105	0.223366	0.233068	0.199476	0.215703	0.210342	0.224987	0.199752	0.214687	0.207374	0.222278	0.222525	0.209234	0.220103	0.209248	0.207955	0.209276	0.17955	0.180812	0.217093	0.23302	0.176264	0.173868	0.229627	0.19692	0.196268	0.236452	0.195571	0.213726	0.213834	0.196048	0.181412	0.193632	0.191334	0.19031	0.18673	0.197911	0.225085	0.222226	0.244313	0.214331	0.208771	0.211433	0.194544	0.221071	0.218327	0.200766	0.226264	0.214611	0.223379	0.198126	0.218003	0.2091	0.214396	0.183009	0.231644	0.174339	0.228282	0.228941	0.194899	0.186245	0.188379	0.185859	0.199679	0.215666	0.196186	0.148729	0.171179	0.207848	0.171746	0.211454	0.224629	0.211615	0.214221	0.213806	0.211592	0.187794	0.186531	0.213062	0.219682	0.214364	0.15437	0.224925	0.218334	0.199	0.202514	0.20808	0.194098	0.215285	0.210862	0.21878	0.207619	0.211648	0.2341	0.221775	0.200407	0.189137	0.226046	0.213995	0.20558	0.20018	0.23001	0.208287
Engter	0.227697	0.167746	0.184113	0.182439	0.231667	0.24057	0.233529	0.225787	0.200563	0.196914	0.203615	0.187939	0.175294	0.205516	0.214436	0.214428	0.225893	0.226507	0.238662	0.254123	0.214586	0.222047	0.210393	0.160153	0.227768	0.209375	0.217511	0.237367	0.237221	0.235451	0.191849	0.197667	0.255094	0.205076	0.230829	0.236251	0.218259	0.221207	0.223929	0	0.226456	0.216142	0.195047	0.244382	0.208019	0.194401	0.219548	0.238666	0.23806	0.225618	0.256788	0.193333	0.207939	0.230335	0.226594	0.205803	0.232894	0.212961	0.222858	0.217116	0.207027	0.189374	0.195615	0.189256	0.232774	0.203757	0.249852	0.236704	0.182933	0.240011	0.246223	0.174908	0.189574	0.208054	0.180943	0.19932	0.188298	0.205803	0.21338	0.199127	0.206273	0.214996	0.233318	0.202336	0.21868	0.237606	0.20656	0.210459	0.194553	0.192652	0.241896	0.199285	0.218306	0.216768	0.226769	0.226574	0.240983	0.240142	0.20667	0.214824	0.220524	0.228946	0.216077	0.214488	0.222548	0.213511	0.179924	0.228119	0.227537	0.257537	0.218909	0.226646	0.216843	0.24631	0.230307	0.227757	0.232021	0.221729	0.227479	0.227175	0.232736	0.217919	0.24009	0.232836	0.234292	0.235472	0.229161	0.209116	0.182468	0.208239	0.201523	0.25041	0.193857	0.231334	0.237611	0.21294	0.21816	0.230378	0.230639	0.235341	0.245617	0.168021	0.208361	0.229355	0.228652	0.239082	0.216735	0.229041	0.219784	0.226046	0.227516	0.218984	0.237847	0.197198	0.214371	0.216432	0.218083	0.231567	0.184938	0.229359	0.239798	0.211334	0.222967	0.24871	0.222584	0.198718	0.218098	0.210429	0.219763	0.226624	0.193778	0.175883	0.190368	0.209158	0.234616	0.216893	0.187945	0.204529	0.226066	0.218208	0.239498	0.245744	0.2328	0.189088	0.169041	0.224649
Ensheim	0.214219	0.221487	0.225394	0.232854	0.183409	0.211677	0.167563	0.195063	0.222633	0.22503	0.221274	0.237587	0.219539	0.166582	0.218688	0.225179	0.159913	0.199665	0.216235	0.206054	0.219469	0.245759	0.24198	0.210838	0.173759	0.178186	0.155748	0.178842	0.212909	0.171841	0.223948	0.2352	0.202146	0.230106	0.201374	0.16972	0.137683	0.192738	0.2099	0.226456	0	0.141368	0.225792	0.197771	0.208594	0.202339	0.166571	0.193175	0.230036	0.197895	0.219134	0.228005	0.225143	0.22363	0.210689	0.221005	0.224386	0.221227	0.197726	0.220839	0.226273	0.225169	0.227393	0.233897	0.189981	0.170203	0.200447	0.166907	0.23291	0.205892	0.178658	0.222564	0.234607	0.242106	0.239984	0.241371	0.227782	0.214758	0.180618	0.231384	0.228286	0.169532	0.204873	0.160934	0.17426	0.227164	0.22207	0.228729	0.225591	0.233553	0.20887	0.231021	0.153834	0.228384	0.193117	0.225179	0.211891	0.189414	0.221558	0.195269	0.205895	0.207675	0.177543	0.229639	0.194708	0.200332	0.212718	0.16776	0.156124	0.222383	0.158429	0.152897	0.232147	0.218531	0.208106	0.20216	0.17529	0.138116	0.148994	0.16658	0.195236	0.18019	0.220869	0.1792	0.173491	0.211354	0.170225	0.228067	0.232663	0.194108	0.232025	0.223318	0.237928	0.161114	0.206481	0.150616	0.16959	0.196683	0.192734	0.20685	0.213769	0.225177	0.221072	0.205837	0.174695	0.208985	0.213629	0.178185	0.166244	0.214193	0.193908	0.173991	0.205192	0.220524	0.175708	0.23001	0.17727	0.185653	0.22143	0.178499	0.209975	0.175911	0.184526	0.176123	0.210979	0.243477	0.229217	0.143792	0.213897	0.171011	0.222048	0.229725	0.210885	0.230893	0.206852	0.166606	0.213326	0.22026	0.176003	0.206294	0.19516	0.220933	0.166492	0.228371	0.219346	0.168884
Eschelbronn	0.204063	0.204675	0.215843	0.230797	0.175112	0.193238	0.143719	0.180938	0.225696	0.200959	0.207306	0.239013	0.213596	0.14135	0.220846	0.221976	0.129867	0.187367	0.204508	0.1911	0.221559	0.233983	0.235151	0.203487	0.158087	0.150159	0.145049	0.162687	0.194428	0.164985	0.231739	0.23246	0.195949	0.232698	0.190431	0.162138	0.135608	0.17466	0.199411	0.216142	0.141368	0	0.224259	0.189087	0.21715	0.199843	0.159871	0.180129	0.212595	0.180972	0.207078	0.213574	0.232099	0.207876	0.187397	0.22157	0.208923	0.226128	0.181358	0.225523	0.210405	0.231932	0.22614	0.228192	0.19108	0.153338	0.189046	0.156373	0.22359	0.196865	0.173279	0.215486	0.2221	0.241444	0.22934	0.236259	0.214729	0.217324	0.157539	0.225811	0.210865	0.144626	0.184772	0.128127	0.151178	0.221616	0.215587	0.220759	0.21743	0.234739	0.187754	0.232637	0.147841	0.23297	0.181257	0.217514	0.194573	0.177709	0.218929	0.179849	0.188484	0.185892	0.165039	0.221888	0.168476	0.174435	0.212393	0.160746	0.150967	0.215794	0.14977	0.139956	0.228941	0.195269	0.181729	0.19634	0.16036	0.116801	0.126241	0.157944	0.183774	0.143405	0.202288	0.171423	0.16332	0.202603	0.161579	0.217844	0.235392	0.18603	0.224323	0.205634	0.228231	0.158839	0.183771	0.113249	0.151186	0.184954	0.185467	0.188467	0.204571	0.215577	0.203568	0.197983	0.152495	0.195253	0.209537	0.159275	0.14963	0.200794	0.179021	0.164843	0.194153	0.222242	0.15154	0.221341	0.156687	0.174348	0.222493	0.17646	0.193835	0.166187	0.172221	0.170742	0.202634	0.231475	0.235449	0.122352	0.212712	0.161312	0.214155	0.223867	0.215184	0.213362	0.197746	0.159456	0.202524	0.22113	0.166619	0.196978	0.17352	0.220269	0.163217	0.215142	0.216042	0.138424
Eversen	0.230716	0.195695	0.179552	0.179914	0.22809	0.216706	0.232754	0.204848	0.189062	0.188955	0.1902	0.178891	0.164687	0.223466	0.180404	0.198076	0.23289	0.21487	0.225887	0.229241	0.190642	0.164094	0.201248	0.184751	0.223417	0.224167	0.221396	0.21585	0.222843	0.227983	0.182503	0.161497	0.24383	0.168573	0.232153	0.23417	0.216499	0.227017	0.224451	0.195047	0.225792	0.224259	0	0.244644	0.193318	0.195184	0.217784	0.238165	0.227467	0.212738	0.238939	0.185615	0.183107	0.208417	0.216634	0.179993	0.208769	0.180743	0.219193	0.198921	0.18991	0.183571	0.184061	0.166185	0.208371	0.211872	0.226275	0.230297	0.184642	0.236424	0.227708	0.201913	0.165246	0.190436	0.1979	0.186928	0.178496	0.182291	0.221396	0.177514	0.186516	0.225739	0.215595	0.216595	0.232389	0.233112	0.205328	0.17908	0.157695	0.170401	0.227488	0.180481	0.216532	0.186689	0.216503	0.199229	0.248702	0.228435	0.150383	0.214665	0.220953	0.221713	0.231274	0.226909	0.210786	0.209537	0.186453	0.222838	0.225882	0.249754	0.217583	0.227731	0.196975	0.221487	0.209076	0.223821	0.226418	0.225935	0.218379	0.225065	0.239768	0.230146	0.242052	0.230298	0.235413	0.225715	0.224843	0.153683	0.164963	0.216903	0.178706	0.231682	0.182828	0.221871	0.22762	0.225267	0.222906	0.219565	0.245862	0.218712	0.237437	0.196439	0.198832	0.194407	0.213605	0.218576	0.201669	0.224029	0.212949	0.220849	0.219996	0.230093	0.231989	0.186691	0.229109	0.193611	0.221507	0.227581	0.147422	0.226032	0.221239	0.215234	0.218195	0.232255	0.217527	0.189467	0.189489	0.220799	0.191713	0.24203	0.172889	0.148772	0.17961	0.162829	0.21447	0.213373	0.21889	0.165008	0.230126	0.193993	0.24388	0.232237	0.224931	0.163029	0.190364	0.234163
Exdorf	0.227841	0.226981	0.234545	0.244913	0.197045	0.192357	0.195796	0.193834	0.238387	0.23255	0.22984	0.255462	0.23812	0.20562	0.231566	0.232182	0.184966	0.19522	0.216714	0.192851	0.237713	0.243041	0.242523	0.233474	0.197184	0.209969	0.185866	0.189758	0.207274	0.180525	0.2386	0.23834	0.167978	0.238262	0.220966	0.197667	0.186104	0.224915	0.193452	0.244382	0.197771	0.189087	0.244644	0	0.223352	0.222139	0.190062	0.224356	0.20855	0.186686	0.189436	0.238729	0.239075	0.227257	0.195817	0.230675	0.227678	0.231323	0.18527	0.228192	0.211951	0.237736	0.236603	0.244729	0.196016	0.20471	0.188289	0.181775	0.240374	0.216479	0.195578	0.235516	0.235693	0.246257	0.243093	0.254857	0.238532	0.223944	0.211117	0.248656	0.234881	0.202978	0.2074	0.198202	0.208986	0.238248	0.222339	0.247494	0.235748	0.24396	0.196661	0.23958	0.197257	0.239065	0.21828	0.235843	0.208082	0.191597	0.226709	0.218953	0.194819	0.20671	0.208704	0.236093	0.191573	0.19246	0.229742	0.195345	0.184882	0.219348	0.186636	0.194567	0.238961	0.210182	0.203564	0.201061	0.180185	0.187285	0.169896	0.191999	0.222776	0.212403	0.237051	0.210122	0.212804	0.220673	0.186499	0.232753	0.240371	0.22034	0.23987	0.224913	0.252621	0.177969	0.21207	0.19077	0.20005	0.187703	0.218553	0.187843	0.219674	0.234952	0.213419	0.216625	0.184335	0.202278	0.212423	0.208064	0.19568	0.220682	0.190137	0.196423	0.191849	0.228294	0.20657	0.241066	0.207604	0.208094	0.243178	0.194406	0.186601	0.196778	0.220737	0.189415	0.203214	0.242466	0.24267	0.19277	0.227386	0.185065	0.229164	0.243817	0.227597	0.239518	0.205337	0.214871	0.233323	0.238757	0.19759	0.222963	0.206173	0.223351	0.19102	0.230481	0.231968	0.188252
Falkenthal	0.231593	0.220731	0.203891	0.204272	0.218878	0.208648	0.229948	0.182138	0.169788	0.204637	0.181031	0.197821	0.19285	0.2232	0.192755	0.187484	0.224799	0.195066	0.220975	0.211227	0.175549	0.212172	0.220635	0.213463	0.203914	0.219594	0.219041	0.215706	0.223033	0.213097	0.215904	0.205842	0.233998	0.194657	0.236536	0.218495	0.204537	0.226425	0.199695	0.208019	0.208594	0.21715	0.193318	0.223352	0	0.20364	0.218669	0.230089	0.213483	0.196449	0.238323	0.208225	0.203971	0.225146	0.188006	0.17972	0.216686	0.196073	0.195489	0.164143	0.166661	0.195127	0.191005	0.199313	0.19883	0.213437	0.22695	0.212298	0.208841	0.221509	0.207782	0.219331	0.199209	0.19855	0.218239	0.199727	0.202598	0.196636	0.221248	0.202346	0.180456	0.211784	0.202654	0.22612	0.228539	0.222971	0.188657	0.207635	0.190109	0.195991	0.20717	0.204169	0.205499	0.196522	0.22662	0.177515	0.240245	0.212241	0.185225	0.198306	0.210977	0.205938	0.22075	0.232728	0.208774	0.195099	0.198874	0.21454	0.21021	0.242786	0.204616	0.210704	0.190678	0.217951	0.200641	0.192135	0.213386	0.200082	0.203315	0.204766	0.229862	0.230955	0.24481	0.221699	0.222868	0.210478	0.223136	0.194935	0.198591	0.208653	0.203056	0.222605	0.215233	0.206389	0.227425	0.213492	0.21976	0.181286	0.229388	0.209371	0.240305	0.208258	0.179973	0.208286	0.206361	0.208576	0.179348	0.21223	0.208921	0.221838	0.205675	0.215745	0.208865	0.203441	0.229231	0.194704	0.218969	0.217659	0.188452	0.21566	0.222254	0.207035	0.213062	0.212663	0.193697	0.21408	0.190076	0.213802	0.156627	0.227673	0.186877	0.208844	0.205594	0.196861	0.220829	0.202791	0.222009	0.197014	0.218683	0.207458	0.229289	0.224541	0.217068	0.183151	0.197896	0.225786
Freden	0.215678	0.189082	0.161023	0.193665	0.205099	0.206864	0.211731	0.189871	0.207737	0.168877	0.192271	0.20572	0.184827	0.193664	0.209001	0.205617	0.209936	0.196941	0.220685	0.212648	0.204473	0.201371	0.193769	0.17825	0.190941	0.196283	0.197573	0.201579	0.223233	0.205564	0.20661	0.194372	0.220021	0.20285	0.21623	0.200252	0.19091	0.216716	0.217612	0.194401	0.202339	0.199843	0.195184	0.222139	0.20364	0	0.196022	0.217896	0.217875	0.201636	0.231406	0.189715	0.209827	0.219351	0.201018	0.206945	0.226518	0.198368	0.198382	0.208722	0.197217	0.210142	0.206517	0.196841	0.198195	0.198369	0.229385	0.192717	0.195458	0.232236	0.197435	0.197748	0.191657	0.215086	0.193457	0.211377	0.193832	0.1992	0.212138	0.188175	0.198224	0.189899	0.214388	0.195596	0.20128	0.232547	0.197458	0.203949	0.193576	0.200111	0.215242	0.212626	0.206773	0.209822	0.21672	0.215507	0.220507	0.20299	0.192096	0.203065	0.198831	0.209844	0.215682	0.214129	0.199635	0.19369	0.195398	0.18739	0.198519	0.238086	0.178925	0.209661	0.211453	0.220732	0.216123	0.199953	0.200133	0.192475	0.182372	0.197493	0.216399	0.209722	0.229087	0.211047	0.211564	0.222228	0.201701	0.201803	0.193298	0.204488	0.198352	0.222484	0.191171	0.203121	0.221302	0.202559	0.205685	0.193078	0.226053	0.197643	0.227545	0.192002	0.197946	0.213084	0.194741	0.208117	0.200424	0.208489	0.198934	0.219713	0.201376	0.210987	0.212714	0.199081	0.209025	0.212103	0.209794	0.204153	0.189879	0.220453	0.213793	0.20842	0.209844	0.215834	0.212502	0.195469	0.213372	0.191658	0.203925	0.214123	0.194198	0.184069	0.197664	0.182349	0.203479	0.200478	0.205756	0.197677	0.215348	0.20953	0.221114	0.222341	0.194345	0.190047	0.207975	0.209273
Frohnhausen	0.216059	0.20328	0.215669	0.240251	0.155088	0.191467	0.177017	0.181742	0.228018	0.197458	0.211481	0.23905	0.208333	0.178805	0.227758	0.219858	0.175554	0.188662	0.219418	0.205557	0.23359	0.221293	0.228361	0.208188	0.172364	0.176549	0.157457	0.170833	0.19861	0.132099	0.233255	0.221707	0.198266	0.232213	0.215666	0.175317	0.153785	0.204866	0.202451	0.219548	0.166571	0.159871	0.217784	0.190062	0.218669	0.196022	0	0.201596	0.205713	0.171924	0.215646	0.213803	0.238346	0.211299	0.186673	0.22643	0.200954	0.229429	0.181319	0.23401	0.202227	0.229764	0.229211	0.233589	0.186455	0.174954	0.204628	0.158194	0.228125	0.225813	0.178381	0.222104	0.217647	0.246284	0.236744	0.229169	0.218856	0.217139	0.199774	0.233205	0.21516	0.183308	0.193933	0.181213	0.186782	0.221205	0.204423	0.23349	0.22458	0.238147	0.181561	0.244191	0.169519	0.235564	0.192778	0.23808	0.218923	0.186881	0.217593	0.193464	0.186516	0.188335	0.181112	0.219706	0.179033	0.17834	0.210933	0.143506	0.160003	0.22203	0.152251	0.1725	0.23635	0.195538	0.177665	0.184013	0.128612	0.154136	0.139545	0.177382	0.203563	0.182404	0.223618	0.185794	0.190602	0.198348	0.158803	0.228331	0.231619	0.174054	0.233131	0.197252	0.21486	0.173736	0.202164	0.165443	0.172421	0.187358	0.190411	0.178592	0.20991	0.219227	0.198436	0.191708	0.133166	0.194558	0.200594	0.181245	0.172731	0.205247	0.184173	0.185315	0.180538	0.22488	0.185307	0.239412	0.197773	0.18001	0.220691	0.182059	0.198785	0.179894	0.186836	0.185193	0.200731	0.232294	0.238157	0.160644	0.217907	0.179425	0.219903	0.213672	0.216888	0.215714	0.189459	0.172593	0.216079	0.232761	0.176822	0.178543	0.204285	0.225292	0.141182	0.22436	0.199071	0.175845
Gelting	0.245385	0.239207	0.244947	0.243336	0.212997	0.227305	0.169857	0.201321	0.240633	0.243345	0.238058	0.240926	0.235417	0.178674	0.237801	0.240839	0.179171	0.213844	0.246103	0.224314	0.241606	0.247917	0.257194	0.224242	0.20274	0.193877	0.189848	0.197666	0.234761	0.207311	0.244544	0.248175	0.231051	0.243892	0.191578	0.203643	0.187964	0.192471	0.230308	0.238666	0.193175	0.180129	0.238165	0.224356	0.230089	0.217896	0.201596	0	0.239235	0.22018	0.232639	0.238756	0.247818	0.237197	0.208928	0.232495	0.232882	0.240918	0.203877	0.247613	0.238109	0.245494	0.237447	0.241665	0.212741	0.17202	0.226616	0.202126	0.239374	0.209059	0.211102	0.240531	0.233446	0.24562	0.243358	0.249381	0.236646	0.226135	0.203535	0.240052	0.234003	0.16698	0.212664	0.181067	0.175279	0.255625	0.24456	0.24647	0.236772	0.251161	0.211583	0.24576	0.173192	0.245419	0.184292	0.251477	0.21977	0.216159	0.233686	0.210649	0.217641	0.223959	0.154305	0.25611	0.208751	0.204813	0.234128	0.198506	0.200875	0.205467	0.190949	0.16634	0.249793	0.226448	0.219471	0.212875	0.204303	0.19102	0.186633	0.162103	0.162865	0.191619	0.216079	0.152105	0.212858	0.227964	0.202607	0.232544	0.232884	0.206814	0.249504	0.243105	0.25355	0.175918	0.178987	0.177385	0.152104	0.212565	0.177412	0.214641	0.197431	0.244141	0.24077	0.226031	0.202414	0.21537	0.233227	0.152011	0.172991	0.229071	0.211244	0.19536	0.229082	0.229525	0.191326	0.246952	0.192787	0.221208	0.234833	0.214973	0.216651	0.174238	0.170435	0.213853	0.231036	0.249421	0.248312	0.180322	0.227418	0.197116	0.235499	0.230763	0.241077	0.245703	0.22505	0.172987	0.24662	0.240645	0.210536	0.21553	0.200328	0.245387	0.209282	0.232131	0.239253	0.186213
Gerbstedt	0.243481	0.217632	0.217004	0.242611	0.223933	0.190514	0.238781	0.176358	0.234963	0.217822	0.195249	0.261027	0.226924	0.230641	0.245793	0.214881	0.238919	0.16939	0.226813	0.201493	0.232352	0.227161	0.231315	0.226617	0.212267	0.220387	0.222368	0.20141	0.184744	0.207409	0.250141	0.2283	0.214304	0.232246	0.248498	0.215504	0.212828	0.251594	0.196337	0.23806	0.230036	0.212595	0.227467	0.20855	0.213483	0.217875	0.205713	0.239235	0	0.188183	0.176801	0.221268	0.233066	0.198946	0.17678	0.236133	0.198471	0.245607	0.17351	0.225619	0.185868	0.233751	0.224314	0.248373	0.20512	0.221681	0.23252	0.22038	0.229178	0.240505	0.207861	0.22549	0.229716	0.24393	0.222799	0.245349	0.251678	0.242202	0.238223	0.22328	0.207079	0.23453	0.221718	0.227661	0.24249	0.234022	0.198936	0.247055	0.243662	0.244305	0.208312	0.245155	0.221441	0.24135	0.225553	0.228449	0.233751	0.216846	0.235511	0.226177	0.1669	0.178582	0.231526	0.243863	0.169648	0.168675	0.236304	0.222025	0.210761	0.237811	0.220652	0.226963	0.234044	0.193772	0.189041	0.182201	0.206026	0.209959	0.201092	0.221764	0.245792	0.231196	0.250287	0.231885	0.216265	0.226521	0.224906	0.236495	0.245323	0.213115	0.250569	0.19485	0.225926	0.223062	0.225463	0.230446	0.23534	0.176696	0.243371	0.18924	0.242119	0.227371	0.181689	0.197429	0.196537	0.181464	0.199244	0.225732	0.211445	0.194323	0.168824	0.233788	0.185363	0.24748	0.23166	0.237739	0.233838	0.22556	0.235583	0.230886	0.195326	0.225714	0.237802	0.210689	0.208315	0.219732	0.237337	0.214553	0.220918	0.232026	0.233997	0.21832	0.244771	0.211278	0.19118	0.218449	0.245243	0.251971	0.23143	0.196297	0.229776	0.220226	0.216739	0.234123	0.233739	0.23436
Gersdorf	0.227912	0.217409	0.20058	0.226134	0.188945	0.158385	0.206614	0.157216	0.208908	0.202805	0.196164	0.235561	0.205263	0.204275	0.219834	0.207743	0.193968	0.146995	0.223621	0.175346	0.213504	0.21616	0.226543	0.215972	0.18801	0.201371	0.192137	0.170798	0.189498	0.176009	0.227945	0.216901	0.198239	0.217764	0.216033	0.191813	0.182213	0.225992	0.179223	0.225618	0.197895	0.180972	0.212738	0.186686	0.196449	0.201636	0.171924	0.22018	0.188183	0	0.189639	0.203017	0.222919	0.204656	0.154242	0.21021	0.190719	0.222065	0.149709	0.213487	0.187159	0.223907	0.212034	0.222462	0.179052	0.189984	0.227216	0.184977	0.214602	0.220511	0.186177	0.22992	0.2065	0.22792	0.222355	0.227094	0.217604	0.215463	0.226331	0.214333	0.209124	0.201346	0.200324	0.197068	0.211164	0.237862	0.194812	0.227319	0.214477	0.229902	0.145645	0.230266	0.188299	0.216303	0.2114	0.219522	0.224205	0.202705	0.208012	0.209402	0.167728	0.175258	0.201973	0.235596	0.143264	0.145046	0.223508	0.185047	0.188988	0.229616	0.183574	0.193615	0.222533	0.174125	0.16927	0.171508	0.170648	0.178507	0.180012	0.179948	0.209231	0.213064	0.243602	0.207742	0.204822	0.205075	0.191851	0.219614	0.220607	0.187934	0.223325	0.186222	0.221068	0.183383	0.208691	0.204114	0.201296	0.160498	0.217159	0.136653	0.215548	0.229615	0.18069	0.18687	0.170642	0.165322	0.18867	0.19448	0.181005	0.180169	0.151324	0.195216	0.153662	0.220086	0.210386	0.222269	0.216474	0.205494	0.210844	0.209101	0.185957	0.197887	0.206825	0.197206	0.192506	0.214859	0.226364	0.188268	0.190715	0.20757	0.208031	0.21663	0.215505	0.210189	0.170997	0.194953	0.236509	0.218049	0.210543	0.186794	0.220083	0.220166	0.188757	0.207249	0.211652	0.195052
Gornsdorf	0.23606	0.238405	0.236934	0.242953	0.223247	0.187282	0.221732	0.191914	0.233723	0.23684	0.218828	0.260058	0.2373	0.228421	0.241344	0.233299	0.221802	0.185524	0.221545	0.169778	0.235521	0.237339	0.242548	0.240299	0.205812	0.227829	0.205602	0.180292	0.186337	0.209772	0.236525	0.237915	0.186124	0.227751	0.223156	0.201094	0.204474	0.24893	0.19763	0.256788	0.219134	0.207078	0.238939	0.189436	0.238323	0.231406	0.215646	0.232639	0.176801	0.189639	0	0.227042	0.238081	0.208753	0.188486	0.234524	0.216571	0.230166	0.171712	0.229656	0.213822	0.232257	0.237745	0.239213	0.201267	0.217401	0.219394	0.206643	0.236853	0.223904	0.206913	0.245848	0.231117	0.25221	0.231927	0.254546	0.246197	0.22546	0.239564	0.239794	0.223273	0.215684	0.215244	0.218597	0.227284	0.247264	0.225241	0.245421	0.238359	0.248845	0.187277	0.24797	0.204027	0.243157	0.218596	0.241906	0.224504	0.215777	0.224899	0.245222	0.179328	0.196102	0.219824	0.253193	0.169224	0.183854	0.246596	0.21416	0.201044	0.223056	0.207775	0.215216	0.241324	0.184349	0.197654	0.200769	0.205488	0.207298	0.19716	0.203881	0.232487	0.225594	0.240753	0.21992	0.215478	0.227666	0.209762	0.236666	0.251329	0.219418	0.241958	0.198645	0.247658	0.210094	0.205677	0.227285	0.218307	0.189594	0.230001	0.179731	0.220421	0.243641	0.220366	0.200456	0.202778	0.178031	0.216438	0.212065	0.193575	0.188913	0.174636	0.216076	0.193017	0.237185	0.231363	0.235124	0.236257	0.221455	0.244744	0.235986	0.170409	0.21482	0.227126	0.210034	0.218589	0.23302	0.248549	0.21002	0.225268	0.220332	0.229288	0.240616	0.236793	0.231054	0.189047	0.217126	0.257939	0.244879	0.219854	0.214084	0.222342	0.224924	0.220419	0.226718	0.249175	0.212056
